gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2.y	uniprot_accession.y	gene_name.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y	V13.y	V14.y	Entry.y	Reviewed.y	Entry.Name.y	Protein.names.y	Gene.Names.y	Organism.y	Length.y	Gene.Ontology.IDs.y
g6193	1188.673954	1.237123924	0.28141188	4.396132537	1.10E-05	9.43E-05	1325	1076	1012	597	725	772	1068	1077	864	711	1101	1446	1815	639	1071	2032	sp	O08759	UBE3A_MOUSE	43.541	418	213	6	2155	3396	471	869	1.91E-92	319	O08759	reviewed	UBE3A_MOUSE	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	Ube3a	Mus musculus (Mouse)	870	GO:0000209; GO:0000502; GO:0001541; GO:0003713; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0008021; GO:0016567; GO:0030521; GO:0031398; GO:0032570; GO:0035037; GO:0035641; GO:0042220; GO:0042542; GO:0042752; GO:0043161; GO:0045944; GO:0046872; GO:0048167; GO:0048511; GO:0050804; GO:0050847; GO:0051865; GO:0051897; GO:0060736; GO:0061002; GO:0061630; GO:0061743; GO:0070936; GO:0098978; GO:0099524; GO:1904262; GO:1905528; GO:1990416; GO:2000058	672.9773614	1.30838148	0.280100235	4.671118815	3.00E-06	3.20E-05	1049	939	559	641	868	643	684	409	402	560	494	311	sp	O08759	UBE3A_MOUSE	43.541	418	213	6	2155	3396	471	869	1.91E-92	319	O08759	reviewed	UBE3A_MOUSE	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	Ube3a	Mus musculus (Mouse)	870	GO:0000209; GO:0000502; GO:0001541; GO:0003713; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0008021; GO:0016567; GO:0030521; GO:0031398; GO:0032570; GO:0035037; GO:0035641; GO:0042220; GO:0042542; GO:0042752; GO:0043161; GO:0045944; GO:0046872; GO:0048167; GO:0048511; GO:0050804; GO:0050847; GO:0051865; GO:0051897; GO:0060736; GO:0061002; GO:0061630; GO:0061743; GO:0070936; GO:0098978; GO:0099524; GO:1904262; GO:1905528; GO:1990416; GO:2000058
g11424	467.3186278	1.444406354	0.480393853	3.006712816	0.002640891	0.010030699	385	337	465	254	306	255	303	405	328	336	165	402	300	442	177	1138	sp	Q9Y5A7	NUB1_HUMAN	34.307	548	321	9	34	1632	12	535	3.58E-78	263	Q9Y5A7	reviewed	NUB1_HUMAN	NEDD8 ultimate buster 1 (Negative regulator of ubiquitin-like proteins 1) (Renal carcinoma antigen NY-REN-18)	NUB1 NYREN18	Homo sapiens (Human)	615	GO:0005654; GO:0005730; GO:0005829; GO:0006511; GO:0016567; GO:0032436; GO:0034341; GO:0034612; GO:2000058	216.8127239	1.227768874	0.424197766	2.894331303	0.00379967	0.014485139	275	171	233	261	363	109	166	130	105	169	232	127	sp	Q9Y5A7	NUB1_HUMAN	34.307	548	321	9	34	1632	12	535	3.58E-78	263	Q9Y5A7	reviewed	NUB1_HUMAN	NEDD8 ultimate buster 1 (Negative regulator of ubiquitin-like proteins 1) (Renal carcinoma antigen NY-REN-18)	NUB1 NYREN18	Homo sapiens (Human)	615	GO:0005654; GO:0005730; GO:0005829; GO:0006511; GO:0016567; GO:0032436; GO:0034341; GO:0034612; GO:2000058
g11856	587.7991455	-0.618548603	0.22977049	-2.692028044	0.007101897	0.023203482	1169	1004	834	704	986	950	1052	923	383	240	289	525	389	173	638	190	sp	Q923V4	FBX6_RAT	36.187	257	147	6	136	897	4	246	5.33E-49	167	Q923V4	reviewed	FBX6_RAT	F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	Fbxo6 Fbg2 Fbs2 Fbxo6b	Rattus norvegicus (Rat)	284	GO:0005737; GO:0006281; GO:0006511; GO:0006516; GO:0006986; GO:0016567; GO:0019005; GO:0030246; GO:0031146; GO:0036503; GO:0044322; GO:0061630	284.4299154	-1.821696465	0.33051714	-5.511655061	3.55E-08	6.27E-07	94	61	82	159	108	96	733	490	609	564	445	410	sp	Q923V4	FBX6_RAT	36.187	257	147	6	136	897	4	246	5.33E-49	167	Q923V4	reviewed	FBX6_RAT	F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)	Fbxo6 Fbg2 Fbs2 Fbxo6b	Rattus norvegicus (Rat)	284	GO:0005737; GO:0006281; GO:0006511; GO:0006516; GO:0006986; GO:0016567; GO:0019005; GO:0030246; GO:0031146; GO:0036503; GO:0044322; GO:0061630
g1093	323.527288	6.870593061	1.052717731	6.526529246	6.73E-11	1.87E-09	0	0	3	0	17	8	32	0	324	609	67	179	145	654	306	207	sp	Q3T0J1	FBX4_BOVIN	30.986	213	128	5	373	957	46	257	5.44E-20	93.2	Q3T0J1	reviewed	FBX4_BOVIN	F-box only protein 4	FBXO4	Bos taurus (Bovine)	387	GO:0000209; GO:0000723; GO:0005737; GO:0006511; GO:0019005; GO:0031146; GO:0031398	124.6482565	6.151619807	1.249113324	4.9247892	8.45E-07	1.04E-05	139	101	705	18	61	320	0	21	0	0	0	3	sp	Q3T0J1	FBX4_BOVIN	30.986	213	128	5	373	957	46	257	5.44E-20	93.2	Q3T0J1	reviewed	FBX4_BOVIN	F-box only protein 4	FBXO4	Bos taurus (Bovine)	387	GO:0000209; GO:0000723; GO:0005737; GO:0006511; GO:0019005; GO:0031146; GO:0031398
g19466	926.9721091	0.978734609	0.296165317	3.304690164	0.000950814	0.004255132	912	1218	1074	367	628	808	676	1165	872	1235	398	903	1343	357	1764	677	sp	Q92890	UFD1_HUMAN	62.662	308	107	4	4	909	1	306	5.32E-130	375	Q92890	reviewed	UFD1_HUMAN	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	Homo sapiens (Human)	307	GO:0001501; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0030970; GO:0031593; GO:0032480; GO:0034098; GO:0036435; GO:0036501; GO:0036503; GO:0039536; GO:0043161; GO:0071218	367.9968301	1.128147726	0.37002103	3.04887462	0.002297003	0.009534043	771	232	367	435	358	388	605	382	167	290	117	229	sp	Q92890	UFD1_HUMAN	62.662	308	107	4	4	909	1	306	5.32E-130	375	Q92890	reviewed	UFD1_HUMAN	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)	UFD1 UFD1L	Homo sapiens (Human)	307	GO:0001501; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0030970; GO:0031593; GO:0032480; GO:0034098; GO:0036435; GO:0036501; GO:0036503; GO:0039536; GO:0043161; GO:0071218
g6469	1809.659699	1.193095532	0.330880998	3.605814593	0.000311175	0.001665917	1122	1683	1223	1000	1115	1429	2015	2507	1861	2629	838	2940	1869	794	748	3343	sp	O95628	CNOT4_HUMAN	85.106	235	35	0	46	750	10	244	2.60E-143	437	O95628	reviewed	CNOT4_HUMAN	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	CNOT4 NOT4	Homo sapiens (Human)	575	GO:0000289; GO:0003723; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0016567; GO:0030014; GO:0045652; GO:0046872; GO:0051865	1759.132367	1.81561195	0.35690263	5.087135258	3.64E-07	4.92E-06	3034	1867	1879	1339	2688	2375	1655	778	505	1257	545	1159	sp	O95628	CNOT4_HUMAN	85.106	235	35	0	46	750	10	244	2.60E-143	437	O95628	reviewed	CNOT4_HUMAN	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	CNOT4 NOT4	Homo sapiens (Human)	575	GO:0000289; GO:0003723; GO:0004842; GO:0005634; GO:0005829; GO:0006511; GO:0016567; GO:0030014; GO:0045652; GO:0046872; GO:0051865
g21198	5416.659235	1.52348952	0.25660718	5.937049461	2.90E-09	5.82E-08	2448	3153	4642	3158	5002	3657	3765	4354	6452	8318	3605	8782	7552	2439	3127	8389	sp	Q29504	UBA1_RABIT	62.417	1059	359	5	31	3096	2	1058	0	1390	Q29504	reviewed	UBA1_RABIT	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Ubiquitin-activating enzyme E1)	UBA1 UBE1	Oryctolagus cuniculus (Rabbit)	1058	GO:0004839; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0006511; GO:0006974	4325.274026	1.643714653	0.189315289	8.68241897	3.87E-18	4.24E-16	7978	6432	4564	5312	4418	4661	3487	2130	2894	2304	2156	2370	sp	Q29504	UBA1_RABIT	62.417	1059	359	5	31	3096	2	1058	0	1390	Q29504	reviewed	UBA1_RABIT	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Ubiquitin-activating enzyme E1)	UBA1 UBE1	Oryctolagus cuniculus (Rabbit)	1058	GO:0004839; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0006511; GO:0006974
g16116	11344.28153	0.862819893	0.209211334	4.124154645	3.72E-05	0.000271524	14294	12254	10238	6651	11006	11035	8989	12499	11774	9015	11172	12219	12090	4344	18917	8973	sp	P18101	RL40_DROME	97.656	128	3	0	1	384	1	128	1.06E-89	258	P18101	reviewed	RL40_DROME	Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]	RpL40 Ubi-f UBI-F52 CG2960	Drosophila melanogaster (Fruit fly)	128	GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0006412; GO:0006511; GO:0016567; GO:0019941; GO:0022625; GO:0022627; GO:0031386; GO:0031625; GO:0036211	4512.928363	1.019573035	0.253247886	4.025988338	5.67E-05	0.000411545	5130	6295	4521	5347	4089	4941	4890	3484	3461	4153	1599	4433	sp	P18101	RL40_DROME	97.656	128	3	0	1	384	1	128	1.06E-89	258	P18101	reviewed	RL40_DROME	Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]	RpL40 Ubi-f UBI-F52 CG2960	Drosophila melanogaster (Fruit fly)	128	GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0006412; GO:0006511; GO:0016567; GO:0019941; GO:0022625; GO:0022627; GO:0031386; GO:0031625; GO:0036211
g14809	597.2313906	-1.088218657	0.286617164	-3.796767228	0.000146595	0.000881082	955	1193	1200	860	1104	902	1269	1318	311	232	220	570	397	38	767	140	sp	Q5RKH6	OS9_RAT	53.689	244	108	3	82	798	31	274	6.82E-84	281	Q5RKH6	reviewed	OS9_RAT	Protein OS-9	Os9	Rattus norvegicus (Rat)	666	GO:0002020; GO:0005788; GO:0006511; GO:0006605; GO:0006621; GO:0016567; GO:0030246; GO:0030968; GO:0030970; GO:0034976; GO:0036503; GO:1904153	358.2547401	-1.480607861	0.359346526	-4.120278765	3.78E-05	0.000287668	150	128	238	162	37	285	705	652	699	600	671	473	sp	Q5RKH6	OS9_RAT	53.689	244	108	3	82	798	31	274	6.82E-84	281	Q5RKH6	reviewed	OS9_RAT	Protein OS-9	Os9	Rattus norvegicus (Rat)	666	GO:0002020; GO:0005788; GO:0006511; GO:0006605; GO:0006621; GO:0016567; GO:0030246; GO:0030968; GO:0030970; GO:0034976; GO:0036503; GO:1904153
g22410	694.9184435	0.742150566	0.287562481	2.580832393	0.009856242	0.030495124	944	588	590	582	633	774	752	676	526	747	299	1187	779	381	368	826	sp	Q9NV58	RN19A_HUMAN	56.314	586	220	9	25	1692	42	621	2.85E-176	530	Q9NV58	reviewed	RN19A_HUMAN	E3 ubiquitin-protein ligase RNF19A (EC 2.3.2.31) (Double ring-finger protein) (Dorfin) (RING finger protein 19A) (p38)	RNF19A RNF19	Homo sapiens (Human)	838	GO:0000151; GO:0000209; GO:0000226; GO:0005737; GO:0005813; GO:0005829; GO:0006511; GO:0008270; GO:0016020; GO:0031624; GO:0061630; GO:0098686; GO:0098794; GO:0098978; GO:0099576	594.6476438	1.274182375	0.321463547	3.963691639	7.38E-05	0.000519852	935	732	693	258	532	1115	561	385	360	460	305	484	sp	Q9NV58	RN19A_HUMAN	56.314	586	220	9	25	1692	42	621	2.85E-176	530	Q9NV58	reviewed	RN19A_HUMAN	E3 ubiquitin-protein ligase RNF19A (EC 2.3.2.31) (Double ring-finger protein) (Dorfin) (RING finger protein 19A) (p38)	RNF19A RNF19	Homo sapiens (Human)	838	GO:0000151; GO:0000209; GO:0000226; GO:0005737; GO:0005813; GO:0005829; GO:0006511; GO:0008270; GO:0016020; GO:0031624; GO:0061630; GO:0098686; GO:0098794; GO:0098978; GO:0099576
g2814	3556.044351	1.475316207	0.507591578	2.906502534	0.003654939	0.013190249	2120	3143	2988	1915	2969	2429	2296	2378	3391	3029	1132	1981	1681	3821	1302	7335	sp	Q6TEM9	MYLIA_DANRE	40.315	444	244	9	1	1299	1	434	5.67E-90	284	Q6TEM9	reviewed	MYLIA_DANRE	E3 ubiquitin-protein ligase MYLIP-A (EC 2.3.2.27) (Myosin regulatory light chain-interacting protein A) (MIR-A) (RING-type E3 ubiquitin transferase MYLIP-A)	mylipa mir mylip si:ch211-266j17.1	Danio rerio (Zebrafish) (Brachydanio rerio)	472	GO:0004842; GO:0005737; GO:0005829; GO:0005856; GO:0006511; GO:0007369; GO:0016567; GO:0030178; GO:0046872	2947.511951	1.35354283	0.469062752	2.885632732	0.003906277	0.014815572	2455	1555	2387	8431	3262	2015	2256	1696	2302	1376	2276	1950	sp	Q6TEM9	MYLIA_DANRE	40.315	444	244	9	1	1299	1	434	5.67E-90	284	Q6TEM9	reviewed	MYLIA_DANRE	E3 ubiquitin-protein ligase MYLIP-A (EC 2.3.2.27) (Myosin regulatory light chain-interacting protein A) (MIR-A) (RING-type E3 ubiquitin transferase MYLIP-A)	mylipa mir mylip si:ch211-266j17.1	Danio rerio (Zebrafish) (Brachydanio rerio)	472	GO:0004842; GO:0005737; GO:0005829; GO:0005856; GO:0006511; GO:0007369; GO:0016567; GO:0030178; GO:0046872
g15594	1922.661484	1.131352919	0.366444159	3.087381506	0.002019283	0.008001096	953	1571	1743	1296	2184	1493	1750	2078	1941	3463	740	2550	1396	989	811	3072	sp	P22682	CBL_MOUSE	67.089	395	120	2	76	1260	49	433	0	588	P22682	reviewed	CBL_MOUSE	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	Cbl	Mus musculus (Mouse)	913	GO:0000209; GO:0001784; GO:0005509; GO:0005794; GO:0005829; GO:0005886; GO:0005925; GO:0005929; GO:0006468; GO:0006511; GO:0006513; GO:0006974; GO:0007165; GO:0007166; GO:0008584; GO:0010332; GO:0014823; GO:0016567; GO:0016600; GO:0017124; GO:0019901; GO:0030424; GO:0030426; GO:0030971; GO:0032487; GO:0033574; GO:0036120; GO:0036312; GO:0042059; GO:0042594; GO:0043066; GO:0043303; GO:0045121; GO:0045453; GO:0045471; GO:0046875; GO:0048260; GO:0048471; GO:0051865; GO:0051897; GO:0061630; GO:0070086; GO:0071456; GO:1990090; GO:1990782; GO:2000583	2139.17528	1.398395875	0.293882979	4.758342516	1.95E-06	2.18E-05	2928	1893	2049	2674	2898	2402	2607	1431	1206	1346	919	1373	sp	P22682	CBL_MOUSE	67.089	395	120	2	76	1260	49	433	0	588	P22682	reviewed	CBL_MOUSE	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	Cbl	Mus musculus (Mouse)	913	GO:0000209; GO:0001784; GO:0005509; GO:0005794; GO:0005829; GO:0005886; GO:0005925; GO:0005929; GO:0006468; GO:0006511; GO:0006513; GO:0006974; GO:0007165; GO:0007166; GO:0008584; GO:0010332; GO:0014823; GO:0016567; GO:0016600; GO:0017124; GO:0019901; GO:0030424; GO:0030426; GO:0030971; GO:0032487; GO:0033574; GO:0036120; GO:0036312; GO:0042059; GO:0042594; GO:0043066; GO:0043303; GO:0045121; GO:0045453; GO:0045471; GO:0046875; GO:0048260; GO:0048471; GO:0051865; GO:0051897; GO:0061630; GO:0070086; GO:0071456; GO:1990090; GO:1990782; GO:2000583
g22170	95.04299385	-1.389003695	0.303310116	-4.579483585	4.66E-06	4.43E-05	120	92	237	251	203	178	183	198	57	18	34	61	83	6	65	36	sp	P25867	UBCD1_DROME	76.027	146	35	0	1	438	1	146	1.69E-70	211	P25867	reviewed	UBCD1_DROME	Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	eff UbcD1 CG7425	Drosophila melanogaster (Fruit fly)	147	GO:0000151; GO:0000209; GO:0000278; GO:0001745; GO:0001751; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0007140; GO:0016322; GO:0016567; GO:0030718; GO:0031145; GO:0031625; GO:0031647; GO:0045676; GO:0045879; GO:0048132; GO:0051276; GO:0061057; GO:0061631; GO:0097039	39.69443849	-1.347208815	0.44756624	-3.010076931	0.002611815	0.010640052	29	39	29	12	6	10	150	75	71	83	40	24	sp	P25867	UBCD1_DROME	76.027	146	35	0	1	438	1	146	1.69E-70	211	P25867	reviewed	UBCD1_DROME	Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	eff UbcD1 CG7425	Drosophila melanogaster (Fruit fly)	147	GO:0000151; GO:0000209; GO:0000278; GO:0001745; GO:0001751; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0007140; GO:0016322; GO:0016567; GO:0030718; GO:0031145; GO:0031625; GO:0031647; GO:0045676; GO:0045879; GO:0048132; GO:0051276; GO:0061057; GO:0061631; GO:0097039
g23479	514.3172024	1.540908289	0.41554437	3.708167888	0.000208764	0.001192222	317	308	481	326	403	281	287	423	457	666	180	502	411	364	245	1210	sp	P46379	BAG6_HUMAN	43.094	181	92	4	4	534	17	190	8.74E-27	112	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	GO:0001822; GO:0002429; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006325; GO:0006511; GO:0006620; GO:0006915; GO:0007130; GO:0007283; GO:0007420; GO:0010498; GO:0016020; GO:0018393; GO:0030101; GO:0030154; GO:0030324; GO:0030544; GO:0031593; GO:0031625; GO:0031647; GO:0032435; GO:0036503; GO:0036506; GO:0042771; GO:0042802; GO:0043022; GO:0043066; GO:0043161; GO:0043231; GO:0045861; GO:0045995; GO:0050821; GO:0051787; GO:0060090; GO:0061857; GO:0070059; GO:0070062; GO:0070628; GO:0071816; GO:0071818; GO:0140677; GO:1904294; GO:1990381	309.6371803	1.882700851	0.368000157	5.116032733	3.12E-07	4.30E-06	463	205	275	406	496	434	194	138	198	177	124	130	sp	P46379	BAG6_HUMAN	43.094	181	92	4	4	534	17	190	8.74E-27	112	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	GO:0001822; GO:0002429; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006325; GO:0006511; GO:0006620; GO:0006915; GO:0007130; GO:0007283; GO:0007420; GO:0010498; GO:0016020; GO:0018393; GO:0030101; GO:0030154; GO:0030324; GO:0030544; GO:0031593; GO:0031625; GO:0031647; GO:0032435; GO:0036503; GO:0036506; GO:0042771; GO:0042802; GO:0043022; GO:0043066; GO:0043161; GO:0043231; GO:0045861; GO:0045995; GO:0050821; GO:0051787; GO:0060090; GO:0061857; GO:0070059; GO:0070062; GO:0070628; GO:0071816; GO:0071818; GO:0140677; GO:1904294; GO:1990381
g23478	2597.976184	1.715456301	0.421015156	4.074571368	4.61E-05	0.000328061	1268	1561	1950	1153	2049	1549	1671	1951	2420	3298	952	2448	2037	2169	1183	5794	sp	P46379	BAG6_HUMAN	28.741	421	238	8	1366	2592	756	1126	1.12E-39	162	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	GO:0001822; GO:0002429; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006325; GO:0006511; GO:0006620; GO:0006915; GO:0007130; GO:0007283; GO:0007420; GO:0010498; GO:0016020; GO:0018393; GO:0030101; GO:0030154; GO:0030324; GO:0030544; GO:0031593; GO:0031625; GO:0031647; GO:0032435; GO:0036503; GO:0036506; GO:0042771; GO:0042802; GO:0043022; GO:0043066; GO:0043161; GO:0043231; GO:0045861; GO:0045995; GO:0050821; GO:0051787; GO:0060090; GO:0061857; GO:0070059; GO:0070062; GO:0070628; GO:0071816; GO:0071818; GO:0140677; GO:1904294; GO:1990381	1715.613008	1.833383052	0.365832506	5.011536757	5.40E-07	7.02E-06	2700	1074	1432	2661	2802	1851	1439	839	898	910	755	744	sp	P46379	BAG6_HUMAN	28.741	421	238	8	1366	2592	756	1126	1.12E-39	162	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	GO:0001822; GO:0002429; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006325; GO:0006511; GO:0006620; GO:0006915; GO:0007130; GO:0007283; GO:0007420; GO:0010498; GO:0016020; GO:0018393; GO:0030101; GO:0030154; GO:0030324; GO:0030544; GO:0031593; GO:0031625; GO:0031647; GO:0032435; GO:0036503; GO:0036506; GO:0042771; GO:0042802; GO:0043022; GO:0043066; GO:0043161; GO:0043231; GO:0045861; GO:0045995; GO:0050821; GO:0051787; GO:0060090; GO:0061857; GO:0070059; GO:0070062; GO:0070628; GO:0071816; GO:0071818; GO:0140677; GO:1904294; GO:1990381
g2493	2043.51595	1.069389524	0.238365758	4.486338699	7.25E-06	6.57E-05	2752	1586	1586	1302	2095	1742	1273	1750	2045	2146	1191	2874	2521	939	3482	1673	sp	Q9PTW9	PSA7_CARAU	86.758	219	29	0	4	660	3	221	7.87E-135	383	Q9PTW9	reviewed	PSA7_CARAU	Proteasome subunit alpha type-7 (Proteasome subunit alpha 4)	psma7	Carassius auratus (Goldfish)	251	GO:0005634; GO:0005737; GO:0005839; GO:0006511; GO:0010498; GO:0019773	873.9948659	1.009048373	0.236299563	4.270208369	1.95E-05	0.000162614	1828	786	1170	1031	599	748	1166	779	785	633	464	507	sp	Q9PTW9	PSA7_CARAU	86.758	219	29	0	4	660	3	221	7.87E-135	383	Q9PTW9	reviewed	PSA7_CARAU	Proteasome subunit alpha type-7 (Proteasome subunit alpha 4)	psma7	Carassius auratus (Goldfish)	251	GO:0005634; GO:0005737; GO:0005839; GO:0006511; GO:0010498; GO:0019773
g9303	4450.388338	0.883906805	0.226930806	3.895049863	9.82E-05	0.000626828	2727	4466	4750	3453	5104	4244	4322	4686	3945	5123	3411	5811	5136	1888	2801	6093	sp	Q9UMX0	UBQL1_HUMAN	58.609	302	111	2	481	1344	179	480	6.68E-102	323	Q9UMX0	reviewed	UBQL1_HUMAN	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1	Homo sapiens (Human)	589	GO:0000045; GO:0000502; GO:0005654; GO:0005737; GO:0005776; GO:0005783; GO:0005829; GO:0005886; GO:0006511; GO:0016235; GO:0016236; GO:0016241; GO:0019900; GO:0031396; GO:0031398; GO:0031410; GO:0031593; GO:0032991; GO:0034140; GO:0034976; GO:0035973; GO:0036503; GO:0042802; GO:0048471; GO:0071456; GO:0097352; GO:1901340; GO:1902175; GO:1904294	2581.872791	1.153947796	0.208790703	5.526815979	3.26E-08	5.82E-07	4054	2700	2690	3377	2527	2534	2663	1976	2131	1928	1271	1805	sp	Q9UMX0	UBQL1_HUMAN	58.609	302	111	2	481	1344	179	480	6.68E-102	323	Q9UMX0	reviewed	UBQL1_HUMAN	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1	Homo sapiens (Human)	589	GO:0000045; GO:0000502; GO:0005654; GO:0005737; GO:0005776; GO:0005783; GO:0005829; GO:0005886; GO:0006511; GO:0016235; GO:0016236; GO:0016241; GO:0019900; GO:0031396; GO:0031398; GO:0031410; GO:0031593; GO:0032991; GO:0034140; GO:0034976; GO:0035973; GO:0036503; GO:0042802; GO:0048471; GO:0071456; GO:0097352; GO:1901340; GO:1902175; GO:1904294
g6282	975.7542686	1.286377721	0.251745571	5.109832579	3.22E-07	4.08E-06	421	796	874	802	754	846	709	873	989	758	1268	884	1166	427	1609	1028	sp	Q9Z2A5	ATE1_MOUSE	53.036	247	113	1	103	834	269	515	5.63E-89	276	Q9Z2A5	reviewed	ATE1_MOUSE	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	516	GO:0004057; GO:0005634; GO:0005737; GO:0006511; GO:0010498	495.6749398	0.713119104	0.169148568	4.215933445	2.49E-05	0.000200319	593	722	428	571	379	449	621	447	392	461	427	406	sp	Q9Z2A5	ATE1_MOUSE	53.036	247	113	1	103	834	269	515	5.63E-89	276	Q9Z2A5	reviewed	ATE1_MOUSE	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	516	GO:0004057; GO:0005634; GO:0005737; GO:0006511; GO:0010498
